New frame
Conqueror: 0 71
Conqueror: 0 8
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 2 59
Conqueror: 11 54
Conqueror: 12 12
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 43 81
Conqueror: 20 81
Conqueror: 35 81
Conqueror: 20 64
Conqueror: 67 67
Conqueror: 64 67
Conqueror: 62 64
Conqueror: 35 64
Conqueror: 64 138
Conqueror: 66 201
Conqueror: 56 59
Conqueror: 66 85
Conqueror: 62 85
Conqueror: 114 120
Conqueror: 46 69
Conqueror: 58 69
Conqueror: 205 218
Conqueror: 96 218
Conqueror: 134 151
Conqueror: 99 202
Conqueror: 113 163
Conqueror: 96 163
Conqueror: 75 143
Conqueror: 96 174
Conqueror: 93 174
Conqueror: 12 81
Conqueror: 13 46
Conqueror: 12 82
Conqueror: 69 139
Conqueror: 90 139
Conqueror: 96 108
Conqueror: 39 108
Conqueror: 10 59
Conqueror: 58 70
Conqueror: 20 70
Conqueror: 19 71
Conqueror: 9 71
Conqueror: 36 55
Conqueror: 10 55
Conqueror: 56 89
Conqueror: 87 89
Conqueror: 16 89
Conqueror: 9 49
Conqueror: 19 55
Conqueror: 9 55
Conqueror: 9 41
Conqueror: 19 74
Conqueror: 28 74
Conqueror: 65 74
Conqueror: 53 74
Conqueror: 13 30
Conqueror: 9 71
Conqueror: 10 71
Conqueror: 27 85
Conqueror: 10 25
Conqueror: 39 86
Conqueror: 8 73
Conqueror: 28 73
Conqueror: 12 73
Conqueror: 52 91
Conqueror: 9 34
Conqueror: 70 67
Conqueror: 28 67
Conqueror: 19 67
Conqueror: 36 70
Conqueror: 33 52
Conqueror: 3 52
Conqueror: 36 52
Conqueror: 3 97
Conqueror: 16 76
Conqueror: 20 76
Conqueror: 6 58
Conqueror: 49 77
Conqueror: 33 63
Conqueror: 27 63
Conqueror: 3 63
Conqueror: 19 87
Conqueror: 8 87
Conqueror: 6 24
Conqueror: 19 151
Conqueror: 120 151
Conqueror: 60 54
Conqueror: 75 108
Conqueror: 6 108
Conqueror: 41 38
Conqueror: 93 119
Conqueror: 5 119
Conqueror: 19 59
Conqueror: 49 50
Conqueror: 24 75
Conqueror: 20 75
Conqueror: 63 70
Conqueror: 21 70
Conqueror: 21 160
Conqueror: 19 160
Conqueror: 5 77
Conqueror: 5 24
Conqueror: 5 27
Conqueror: 5 23
Conqueror: 25 0
Conqueror: 20 0
Conqueror: 0 0
Conqueror: 0 54
Conqueror: 0 71
Conqueror: 0 0
Conqueror: 3 0
Conqueror: 6 0
Conqueror: 21 0
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 1 0
Conqueror: 82 0
Conqueror: 12 54
Conqueror: 4 59
Conqueror: 0 0
Conqueror: 9 20
Conqueror: 0 0
Conqueror: 4 8
Conqueror: 19 26
Conqueror: 44 81
Conqueror: 20 81
Conqueror: 36 81
Conqueror: 20 64
Conqueror: 63 64
Conqueror: 36 64
Conqueror: 65 138
Conqueror: 68 201
Conqueror: 68 85
Conqueror: 63 85
Conqueror: 116 120
Conqueror: 47 69
Conqueror: 60 69
Conqueror: 211 218
Conqueror: 99 218
Conqueror: 104 202
Conqueror: 136 151
Conqueror: 115 163
Conqueror: 100 163
Conqueror: 79 143
Conqueror: 100 174
Conqueror: 96 174
Conqueror: 13 81
Conqueror: 14 46
Conqueror: 73 139
Conqueror: 95 139
Conqueror: 60 70
Conqueror: 22 70
Conqueror: 98 108
Conqueror: 42 108
Conqueror: 20 71
Conqueror: 10 71
Conqueror: 58 89
Conqueror: 89 89
Conqueror: 18 89
Conqueror: 20 55
Conqueror: 10 55
Conqueror: 10 49
Conqueror: 10 41
Conqueror: 10 71
Conqueror: 11 71
Conqueror: 21 74
Conqueror: 30 74
Conqueror: 66 74
Conqueror: 54 74
Conqueror: 14 30
Conqueror: 9 73
Conqueror: 29 73
Conqueror: 13 73
Conqueror: 11 25
Conqueror: 29 85
Conqueror: 42 86
Conqueror: 55 91
Conqueror: 10 34
Conqueror: 34 52
Conqueror: 4 52
Conqueror: 37 52
Conqueror: 4 97
Conqueror: 8 58
Conqueror: 18 76
Conqueror: 25 76
Conqueror: 27 151
Conqueror: 123 151
Conqueror: 34 63
Conqueror: 29 63
Conqueror: 4 63
Conqueror: 8 24
Conqueror: 21 87
Conqueror: 10 87
Conqueror: 79 108
Conqueror: 9 108
Conqueror: 57 77
Conqueror: 96 119
Conqueror: 8 119
Conqueror: 25 59
Conqueror: 32 75
Conqueror: 25 75
Conqueror: 57 50
Conqueror: 31 160
Conqueror: 27 160
Conqueror: 72 70
Conqueror: 31 70
Conqueror: 9 24
Conqueror: 8 77
Conqueror: 4 71
Conqueror: 6 70
Conqueror: 6 86
Conqueror: 42 70
Conqueror: 3 70
Conqueror: 82 54
Conqueror: 6 54
Conqueror: 3 45
Conqueror: 9 23
Conqueror: 10 27
Conqueror: 3 27
Conqueror: 0 63
Conqueror: 17 0
Conqueror: 9 0
Conqueror: 6 0
Conqueror: 0 0
Conqueror: 1 0
Conqueror: 37 55
Conqueror: 11 55
Conqueror: 4 0
Conqueror: 45 0
Conqueror: 0 19
Conqueror: 57 59
Conqueror: 6 0
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 8 8
Conqueror: 0 0
Conqueror: 0 26
Conqueror: 25 26
Conqueror: 0 0
Conqueror: 13 54
Conqueror: 13 82
Conqueror: 0 0
Conqueror: 65 0
Conqueror: 11 59
Conqueror: 4 0
Conqueror: 0 20
Conqueror: 14 20
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 5 0
Conqueror: 45 81
Conqueror: 20 81
Conqueror: 37 81
Conqueror: 20 64
Conqueror: 64 64
Conqueror: 37 64
Conqueror: 65 140
Conqueror: 70 201
Conqueror: 58 59
Conqueror: 65 59
Conqueror: 70 85
Conqueror: 48 69
Conqueror: 62 69
Conqueror: 217 218
Conqueror: 102 218
Conqueror: 118 120
Conqueror: 109 202
Conqueror: 138 151
Conqueror: 117 163
Conqueror: 104 163
Conqueror: 83 143
Conqueror: 104 174
Conqueror: 99 174
Conqueror: 15 46
Conqueror: 77 139
Conqueror: 100 139
Conqueror: 62 70
Conqueror: 24 70
Conqueror: 21 71
Conqueror: 11 71
Conqueror: 100 108
Conqueror: 45 108
Conqueror: 21 55
Conqueror: 11 55
Conqueror: 11 49
Conqueror: 11 71
Conqueror: 12 71
Conqueror: 11 41
Conqueror: 23 74
Conqueror: 32 74
Conqueror: 67 74
Conqueror: 55 74
Conqueror: 15 30
Conqueror: 10 73
Conqueror: 30 73
Conqueror: 14 73
Conqueror: 12 25
Conqueror: 31 85
Conqueror: 45 86
Conqueror: 35 52
Conqueror: 5 52
Conqueror: 38 52
Conqueror: 5 97
Conqueror: 11 34
Conqueror: 58 91
Conqueror: 10 58
Conqueror: 35 151
Conqueror: 126 151
Conqueror: 20 76
Conqueror: 30 76
Conqueror: 35 63
Conqueror: 31 63
Conqueror: 5 63
Conqueror: 99 119
Conqueror: 11 119
Conqueror: 83 108
Conqueror: 12 108
Conqueror: 10 24
Conqueror: 23 87
Conqueror: 12 87
Conqueror: 40 75
Conqueror: 30 75
Conqueror: 41 160
Conqueror: 35 160
Conqueror: 12 70
Conqueror: 12 86
Conqueror: 48 70
Conqueror: 7 70
Conqueror: 8 45
Conqueror: 15 27
Conqueror: 8 27
Conqueror: 5 24
Conqueror: 31 59
Conqueror: 7 59
Conqueror: 5 20
Conqueror: 19 20
Conqueror: 5 26
Conqueror: 7 26
Conqueror: 31 26
Conqueror: 2 135
Conqueror: 8 63
Conqueror: 2 63
Conqueror: 4 0
Conqueror: 5 0
Conqueror: 17 0
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 38 55
Conqueror: 12 55
Conqueror: 0 0
Conqueror: 0 77
Conqueror: 60 0
Conqueror: 0 0
Conqueror: 20 0
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 0 59
Conqueror: 0 0
Conqueror: 0 138
Conqueror: 5 15
Conqueror: 0 0
Conqueror: 0 13
Conqueror: 11 77
Conqueror: 14 54
Conqueror: 32 0
Conqueror: 0 19
Conqueror: 28 19
Conqueror: 14 81
Conqueror: 4 0
Conqueror: 0 0
Conqueror: 12 59
Conqueror: 14 82
Conqueror: 30 0
Conqueror: 0 0
Conqueror: 46 81
Conqueror: 20 81
Conqueror: 38 81
Conqueror: 72 201
Conqueror: 49 69
Conqueror: 64 69
Conqueror: 223 218
Conqueror: 105 218
Conqueror: 120 120
Conqueror: 114 202
Conqueror: 140 151
Conqueror: 119 163
Conqueror: 108 163
Conqueror: 87 143
Conqueror: 108 174
Conqueror: 102 174
Conqueror: 15 81
Conqueror: 80 81
Conqueror: 16 46
Conqueror: 81 139
Conqueror: 105 139
Conqueror: 22 71
Conqueror: 12 71
Conqueror: 64 70
Conqueror: 26 70
Conqueror: 102 108
Conqueror: 48 108
Conqueror: 22 55
Conqueror: 12 55
Conqueror: 12 71
Conqueror: 13 71
Conqueror: 12 49
Conqueror: 12 41
Conqueror: 25 74
Conqueror: 34 74
Conqueror: 68 74
Conqueror: 56 74
Conqueror: 20 64
Conqueror: 6 64
Conqueror: 16 30
Conqueror: 11 73
Conqueror: 31 73
Conqueror: 15 73
Conqueror: 6 85
Conqueror: 36 52
Conqueror: 6 52
Conqueror: 39 52
Conqueror: 13 25
Conqueror: 33 85
Conqueror: 6 97
Conqueror: 48 86
Conqueror: 43 151
Conqueror: 129 151
Conqueror: 12 58
Conqueror: 12 34
Conqueror: 61 91
Conqueror: 102 119
Conqueror: 14 119
Conqueror: 36 63
Conqueror: 33 63
Conqueror: 6 63
Conqueror: 87 108
Conqueror: 15 108
Conqueror: 12 24
Conqueror: 25 87
Conqueror: 14 87
Conqueror: 51 160
Conqueror: 43 160
Conqueror: 48 75
Conqueror: 35 75
Conqueror: 18 70
Conqueror: 54 70
Conqueror: 11 70
Conqueror: 18 86
Conqueror: 13 45
Conqueror: 1 138
Conqueror: 20 27
Conqueror: 13 27
Conqueror: 12 135
Conqueror: 9 24
Conqueror: 32 59
Conqueror: 2 59
Conqueror: 8 77
Conqueror: 16 63
Conqueror: 12 63
Conqueror: 10 20
Conqueror: 24 20
Conqueror: 0 0
Conqueror: 17 0
Conqueror: 9 15
Conqueror: 0 59
Conqueror: 14 59
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 0 13
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 0 76
Conqueror: 30 0
Conqueror: 25 0
Conqueror: 15 82
Conqueror: 72 85
Conqueror: 0 85
Conqueror: 12 0
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 14 77
Conqueror: 0 77
Conqueror: 16 0
Conqueror: 0 93
Conqueror: 0 0
Conqueror: 13 59
Conqueror: 0 140
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 38 0
Conqueror: 15 54
Conqueror: 39 55
Conqueror: 13 55
Conqueror: 47 81
Conqueror: 20 81
Conqueror: 38 77
Conqueror: 38 59
Conqueror: 50 69
Conqueror: 66 69
Conqueror: 142 151
Conqueror: 121 163
Conqueror: 112 163
Conqueror: 91 143
Conqueror: 112 174
Conqueror: 105 174
Conqueror: 16 81
Conqueror: 81 81
Conqueror: 17 46
Conqueror: 85 139
Conqueror: 110 139
Conqueror: 23 71
Conqueror: 13 71
Conqueror: 66 70
Conqueror: 28 70
Conqueror: 23 55
Conqueror: 13 55
Conqueror: 13 71
Conqueror: 14 71
Conqueror: 13 49
Conqueror: 27 74
Conqueror: 36 74
Conqueror: 69 74
Conqueror: 57 74
Conqueror: 13 41
Conqueror: 20 64
Conqueror: 7 64
Conqueror: 7 85
Conqueror: 17 30
Conqueror: 12 73
Conqueror: 32 73
Conqueror: 16 73
Conqueror: 37 52
Conqueror: 7 52
Conqueror: 40 52
Conqueror: 7 97
Conqueror: 14 25
Conqueror: 35 85
Conqueror: 51 151
Conqueror: 132 151
Conqueror: 51 86
Conqueror: 105 119
Conqueror: 17 119
Conqueror: 14 58
Conqueror: 37 63
Conqueror: 35 63
Conqueror: 7 63
Conqueror: 13 34
Conqueror: 91 108
Conqueror: 18 108
Conqueror: 64 91
Conqueror: 14 24
Conqueror: 27 87
Conqueror: 16 87
Conqueror: 61 160
Conqueror: 51 160
Conqueror: 56 75
Conqueror: 40 75
Conqueror: 24 70
Conqueror: 60 70
Conqueror: 15 70
Conqueror: 24 86
Conqueror: 35 59
Conqueror: 4 59
Conqueror: 18 45
Conqueror: 22 135
Conqueror: 16 77
Conqueror: 5 201
Conqueror: 74 201
Conqueror: 119 202
Conqueror: 5 202
Conqueror: 25 27
Conqueror: 18 27
Conqueror: 13 24
Conqueror: 1 140
Conqueror: 14 59
Conqueror: 40 55
Conqueror: 14 55
Conqueror: 24 63
Conqueror: 22 63
Conqueror: 2 76
Conqueror: 50 76
Conqueror: 17 77
Conqueror: 5 77
Conqueror: 6 59
Conqueror: 21 59
Conqueror: 104 108
Conqueror: 51 108
Conqueror: 0 0
Conqueror: 50 0
Conqueror: 2 0
Conqueror: 0 0
Conqueror: 12 0
Conqueror: 16 0
Conqueror: 0 0
Conqueror: 12 0
Conqueror: 20 0
Conqueror: 6 0
Conqueror: 6 0
Conqueror: 0 0
Conqueror: 4 15
Conqueror: 13 15
Conqueror: 8 0
Conqueror: 6 0
Conqueror: 0 81
Conqueror: 16 82
Conqueror: 0 0
Conqueror: 74 85
Conqueror: 0 85
Conqueror: 4 13
Conqueror: 2 138
Conqueror: 0 42
Conqueror: 16 54
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 5 93
Conqueror: 0 93
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 48 81
Conqueror: 20 81
Conqueror: 39 77
Conqueror: 39 59
Conqueror: 51 69
Conqueror: 68 69
Conqueror: 144 151
Conqueror: 123 163
Conqueror: 116 163
Conqueror: 95 143
Conqueror: 116 174
Conqueror: 108 174
Conqueror: 18 46
Conqueror: 89 139
Conqueror: 115 139
Conqueror: 24 71
Conqueror: 14 71
Conqueror: 68 70
Conqueror: 30 70
Conqueror: 24 55
Conqueror: 14 55
Conqueror: 14 71
Conqueror: 14 71
Conqueror: 20 64
Conqueror: 8 64
Conqueror: 29 74
Conqueror: 38 74
Conqueror: 70 74
Conqueror: 58 74
Conqueror: 14 49
Conqueror: 14 41
Conqueror: 8 85
Conqueror: 38 52
Conqueror: 8 52
Conqueror: 40 52
Conqueror: 13 73
Conqueror: 33 73
Conqueror: 17 73
Conqueror: 18 30
Conqueror: 8 97
Conqueror: 59 151
Conqueror: 135 151
Conqueror: 15 25
Conqueror: 108 119
Conqueror: 20 119
Conqueror: 37 85
Conqueror: 16 58
Conqueror: 54 86
Conqueror: 38 63
Conqueror: 37 63
Conqueror: 8 63
Conqueror: 95 108
Conqueror: 21 108
Conqueror: 14 34
Conqueror: 67 91
Conqueror: 16 24
Conqueror: 29 87
Conqueror: 18 87
Conqueror: 71 160
Conqueror: 59 160
Conqueror: 38 59
Conqueror: 6 59
Conqueror: 64 75
Conqueror: 45 75
Conqueror: 66 70
Conqueror: 19 70
Conqueror: 30 70
Conqueror: 9 201
Conqueror: 76 201
Conqueror: 124 202
Conqueror: 9 202
Conqueror: 2 140
Conqueror: 30 86
Conqueror: 32 135
Conqueror: 23 45
Conqueror: 24 77
Conqueror: 20 77
Conqueror: 10 77
Conqueror: 30 27
Conqueror: 23 27
Conqueror: 17 24
Conqueror: 32 63
Conqueror: 32 63
Conqueror: 1 81
Conqueror: 12 59
Conqueror: 28 59
Conqueror: 76 85
Conqueror: 1 85
Conqueror: 32 0
Conqueror: 14 0
Conqueror: 40 54
Conqueror: 14 54
Conqueror: 50 71
Conqueror: 17 82
Conqueror: 9 15
Conqueror: 17 15
Conqueror: 0 0
Conqueror: 12 0
Conqueror: 3 138
Conqueror: 0 138
Conqueror: 30 0
Conqueror: 10 93
Conqueror: 0 93
Conqueror: 14 59
Conqueror: 0 54
Conqueror: 17 54
Conqueror: 0 13
Conqueror: 9 13
Conqueror: 4 76
Conqueror: 0 76
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 10 0
Conqueror: 0 0
Conqueror: 0 42
Conqueror: 0 0
Conqueror: 106 108
Conqueror: 0 108
Conqueror: 54 108
Conqueror: 0 0
Conqueror: 50 0
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 17 0
Conqueror: 0 0
Conqueror: 0 143
Conqueror: 49 81
Conqueror: 20 81
Conqueror: 40 77
Conqueror: 40 59
Conqueror: 52 69
Conqueror: 70 69
Conqueror: 146 151
Conqueror: 125 163
Conqueror: 120 163
Conqueror: 99 143
Conqueror: 120 174
Conqueror: 111 174
Conqueror: 19 46
Conqueror: 25 71
Conqueror: 15 71
Conqueror: 93 139
Conqueror: 120 139
Conqueror: 32 70
Conqueror: 20 64
Conqueror: 9 64
Conqueror: 15 71
Conqueror: 15 71
Conqueror: 25 55
Conqueror: 15 55
Conqueror: 31 74
Conqueror: 40 74
Conqueror: 71 74
Conqueror: 59 74
Conqueror: 15 49
Conqueror: 15 41
Conqueror: 9 85
Conqueror: 39 52
Conqueror: 9 52
Conqueror: 41 52
Conqueror: 14 73
Conqueror: 34 73
Conqueror: 18 73
Conqueror: 9 97
Conqueror: 19 30
Conqueror: 67 151
Conqueror: 138 151
Conqueror: 111 119
Conqueror: 23 119
Conqueror: 16 25
Conqueror: 18 58
Conqueror: 99 108
Conqueror: 24 108
Conqueror: 39 63
Conqueror: 39 63
Conqueror: 9 63
Conqueror: 39 85
Conqueror: 57 86
Conqueror: 15 34
Conqueror: 18 24
Conqueror: 70 91
Conqueror: 31 87
Conqueror: 20 87
Conqueror: 13 201
Conqueror: 78 201
Conqueror: 41 59
Conqueror: 8 59
Conqueror: 129 202
Conqueror: 13 202
Conqueror: 3 140
Conqueror: 81 160
Conqueror: 67 160
Conqueror: 72 70
Conqueror: 23 70
Conqueror: 72 75
Conqueror: 50 75
Conqueror: 36 70
Conqueror: 42 135
Conqueror: 2 81
Conqueror: 36 86
Conqueror: 28 45
Conqueror: 78 85
Conqueror: 2 85
Conqueror: 32 77
Conqueror: 23 77
Conqueror: 15 77
Conqueror: 40 63
Conqueror: 42 63
Conqueror: 18 59
Conqueror: 35 59
Conqueror: 3 143
Conqueror: 108 108
Conqueror: 3 108
Conqueror: 57 108
Conqueror: 4 138
Conqueror: 3 138
Conqueror: 17 76
Conqueror: 6 76
Conqueror: 5 76
Conqueror: 3 30
Conqueror: 0 24
Conqueror: 3 24
Conqueror: 30 0
Conqueror: 34 0
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 50 0
Conqueror: 5 0
Conqueror: 28 0
Conqueror: 0 0
Conqueror: 18 82
Conqueror: 17 82
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 15 93
Conqueror: 0 93
Conqueror: 18 54
Conqueror: 4 0
Conqueror: 5 0
Conqueror: 6 13
Conqueror: 14 13
Conqueror: 0 0
Conqueror: 10 0
Conqueror: 6 0
Conqueror: 6 0
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 15 0
Conqueror: 0 0
Conqueror: 15 59
Conqueror: 41 54
Conqueror: 15 54
Conqueror: 50 81
Conqueror: 20 81
Conqueror: 41 77
Conqueror: 41 59
Conqueror: 127 163
Conqueror: 124 163
Conqueror: 148 151
Conqueror: 103 143
Conqueror: 124 174
Conqueror: 114 174
Conqueror: 20 46
Conqueror: 26 71
Conqueror: 16 71
Conqueror: 97 139
Conqueror: 125 139
Conqueror: 20 64
Conqueror: 10 64
Conqueror: 16 71
Conqueror: 16 71
Conqueror: 33 74
Conqueror: 42 74
Conqueror: 72 74
Conqueror: 60 74
Conqueror: 16 49
Conqueror: 10 85
Conqueror: 16 41
Conqueror: 40 52
Conqueror: 10 52
Conqueror: 42 52
Conqueror: 15 73
Conqueror: 35 73
Conqueror: 19 73
Conqueror: 10 97
Conqueror: 20 30
Conqueror: 114 119
Conqueror: 26 119
Conqueror: 75 151
Conqueror: 141 151
Conqueror: 20 58
Conqueror: 103 108
Conqueror: 27 108
Conqueror: 17 25
Conqueror: 40 63
Conqueror: 41 63
Conqueror: 10 63
Conqueror: 41 85
Conqueror: 60 86
Conqueror: 16 34
Conqueror: 20 24
Conqueror: 17 201
Conqueror: 80 201
Conqueror: 73 91
Conqueror: 4 140
Conqueror: 134 202
Conqueror: 17 202
Conqueror: 44 59
Conqueror: 10 59
Conqueror: 3 81
Conqueror: 91 160
Conqueror: 75 160
Conqueror: 80 85
Conqueror: 3 85
Conqueror: 80 75
Conqueror: 55 75
Conqueror: 42 70
Conqueror: 52 135
Conqueror: 26 77
Conqueror: 20 77
Conqueror: 42 86
Conqueror: 33 45
Conqueror: 6 143
Conqueror: 24 59
Conqueror: 42 59
Conqueror: 48 63
Conqueror: 52 63
Conqueror: 5 138
Conqueror: 6 138
Conqueror: 1 52
Conqueror: 7 30
Conqueror: 26 55
Conqueror: 1 55
Conqueror: 16 55
Conqueror: 2 87
Conqueror: 33 87
Conqueror: 22 87
Conqueror: 40 77
Conqueror: 2 77
Conqueror: 44 0
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 6 0
Conqueror: 60 0
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 1 0
Conqueror: 19 82
Conqueror: 18 82
Conqueror: 0 24
Conqueror: 7 24
Conqueror: 20 93
Conqueror: 0 93
Conqueror: 0 0
Conqueror: 64 0
Conqueror: 42 54
Conqueror: 16 54
Conqueror: 0 0
Conqueror: 10 0
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 12 0
Conqueror: 11 0
Conqueror: 24 0
Conqueror: 37 0
Conqueror: 0 70
Conqueror: 34 70
Conqueror: 19 54
Conqueror: 5 0
Conqueror: 24 0
Conqueror: 12 0
Conqueror: 0 0
Conqueror: 16 59
Conqueror: 0 0
Conqueror: 18 76
Conqueror: 8 76
Conqueror: 0 0
Conqueror: 51 81
Conqueror: 20 81
Conqueror: 42 77
Conqueror: 42 59
Conqueror: 129 163
Conqueror: 128 163
Conqueror: 150 151
Conqueror: 107 143
Conqueror: 128 174
Conqueror: 117 174
Conqueror: 27 71
Conqueror: 17 71
Conqueror: 21 46
Conqueror: 101 139
Conqueror: 130 139
Conqueror: 20 64
Conqueror: 11 64
Conqueror: 17 71
Conqueror: 17 71
Conqueror: 35 74
Conqueror: 44 74
Conqueror: 73 74
Conqueror: 61 74
Conqueror: 11 85
Conqueror: 17 49
Conqueror: 41 52
Conqueror: 11 52
Conqueror: 43 52
Conqueror: 17 41
Conqueror: 16 73
Conqueror: 36 73
Conqueror: 20 73
Conqueror: 11 97
Conqueror: 117 119
Conqueror: 29 119
Conqueror: 83 151
Conqueror: 144 151
Conqueror: 21 30
Conqueror: 66 111
Conqueror: 107 108
Conqueror: 30 108
Conqueror: 22 58
Conqueror: 41 63
Conqueror: 43 63
Conqueror: 11 63
Conqueror: 18 25
Conqueror: 43 85
Conqueror: 21 201
Conqueror: 82 201
Conqueror: 5 140
Conqueror: 139 202
Conqueror: 21 202
Conqueror: 4 81
Conqueror: 17 34
Conqueror: 22 24
Conqueror: 82 85
Conqueror: 4 85
Conqueror: 101 160
Conqueror: 83 160
Conqueror: 48 70
Conqueror: 29 77
Conqueror: 25 77
Conqueror: 62 135
Conqueror: 48 86
Conqueror: 38 45
Conqueror: 2 52
Conqueror: 27 55
Conqueror: 2 55
Conqueror: 17 55
Conqueror: 56 63
Conqueror: 62 63
Conqueror: 11 30
Conqueror: 7 87
Conqueror: 35 87
Conqueror: 24 87
Conqueror: 2 70
Conqueror: 36 70
Conqueror: 48 77
Conqueror: 7 77
Conqueror: 5 91
Conqueror: 76 91
Conqueror: 30 59
Conqueror: 49 59
Conqueror: 5 59
Conqueror: 1 42
Conqueror: 0 86
Conqueror: 44 0
Conqueror: 1 0
Conqueror: 6 0
Conqueror: 0 0
Conqueror: 43 54
Conqueror: 17 54
Conqueror: 0 24
Conqueror: 11 24
Conqueror: 0 0
Conqueror: 0 42
Conqueror: 0 59
Conqueror: 12 59
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 20 82
Conqueror: 19 82
Conqueror: 0 0
Conqueror: 12 0
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 0 143
Conqueror: 4 0
Conqueror: 20 54
Conqueror: 0 0
Conqueror: 25 93
Conqueror: 13 0
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 88 0
Conqueror: 17 59
Conqueror: 6 138
Conqueror: 0 138
Conqueror: 19 76
Conqueror: 10 76
Conqueror: 0 76
Conqueror: 52 81
Conqueror: 20 81
Conqueror: 43 77
Conqueror: 43 59
Conqueror: 131 163
Conqueror: 132 163
Conqueror: 152 151
Conqueror: 111 143
Conqueror: 132 174
Conqueror: 120 174
Conqueror: 28 71
Conqueror: 18 71
Conqueror: 22 46
Conqueror: 105 139
Conqueror: 135 139
Conqueror: 20 64
Conqueror: 12 64
Conqueror: 18 71
Conqueror: 18 71
Conqueror: 37 74
Conqueror: 46 74
Conqueror: 74 74
Conqueror: 62 74
Conqueror: 12 85
Conqueror: 42 52
Conqueror: 12 52
Conqueror: 44 52
Conqueror: 18 49
Conqueror: 18 41
Conqueror: 17 73
Conqueror: 37 73
Conqueror: 21 73
Conqueror: 12 97
Conqueror: 120 119
Conqueror: 32 119
Conqueror: 91 151
Conqueror: 147 151
Conqueror: 22 30
Conqueror: 69 111
Conqueror: 111 108
Conqueror: 33 108
Conqueror: 42 63
Conqueror: 45 63
Conqueror: 12 63
Conqueror: 24 58
Conqueror: 25 201
Conqueror: 84 201
Conqueror: 5 81
Conqueror: 19 25
Conqueror: 6 140
Conqueror: 144 202
Conqueror: 25 202
Conqueror: 45 85
Conqueror: 24 24
Conqueror: 18 34
Conqueror: 84 85
Conqueror: 5 85
Conqueror: 111 160
Conqueror: 91 160
Conqueror: 32 77
Conqueror: 30 77
Conqueror: 3 52
Conqueror: 54 70
Conqueror: 72 135
Conqueror: 28 55
Conqueror: 3 55
Conqueror: 18 55
Conqueror: 54 86
Conqueror: 43 45
Conqueror: 4 70
Conqueror: 38 70
Conqueror: 64 63
Conqueror: 72 63
Conqueror: 12 87
Conqueror: 37 87
Conqueror: 26 87
Conqueror: 11 91
Conqueror: 79 91
Conqueror: 15 30
Conqueror: 56 77
Conqueror: 12 77
Conqueror: 36 59
Conqueror: 56 59
Conqueror: 11 59
Conqueror: 3 143
Conqueror: 18 59
Conqueror: 44 54
Conqueror: 18 54
Conqueror: 7 138
Conqueror: 3 138
Conqueror: 3 59
Conqueror: 14 59
Conqueror: 3 86
Conqueror: 20 76
Conqueror: 12 76
Conqueror: 5 76
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 0 29
Conqueror: 0 0
Conqueror: 21 82
Conqueror: 20 82
Conqueror: 0 42
Conqueror: 0 24
Conqueror: 15 24
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 88 0
Conqueror: 8 0
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 0 71
Conqueror: 21 54
Conqueror: 0 6
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 0 0
Conqueror: 30 93
Conqueror: 0 93
Conqueror: 44 0
Conqueror: 0 0
Conqueror: 53 81
Conqueror: 20 81
Conqueror: 44 77
Conqueror: 44 59
Conqueror: 29 71
Conqueror: 19 71
Conqueror: 23 46
Conqueror: 20 64
Conqueror: 13 64
Conqueror: 109 139
Conqueror: 140 139
Conqueror: 19 71
Conqueror: 19 71
Conqueror: 13 85
Conqueror: 43 52
Conqueror: 13 52
Conqueror: 45 52
Conqueror: 44 82
Conqueror: 22 82
